Image Index,Preprocess Time (ms),Inference Time (ms),Postprocess Time (ms),Filtering Time (ms),Line Count,Barrel Count,Traffic Count,Grass Count
277,0.8206389902625233,8.628256997326389,1.1113910004496574,1.875162124633789,1,0,0,2
278,0.9828369948081672,8.44636099645868,1.2444329913705587,2.003908157348633,1,0,0,2
279,0.8077739912550896,8.580526016885415,1.1495630024001002,3.6535263061523438,2,0,0,3
280,1.1120220005977899,8.768774016061798,1.6351360245607793,3.5457611083984375,3,0,0,2
281,0.9013919916469604,8.755718008615077,1.1376500187907368,5.028009414672852,3,0,0,2
282,1.1185640178155154,8.31719598500058,1.258990989299491,3.6852359771728516,2,0,0,3
283,0.826600007712841,8.020110981306061,1.3228220050223172,4.940509796142578,4,0,0,2
284,0.8379310020245612,8.868983015418053,1.109597011236474,2.066373825073242,2,0,0,2
285,0.9646219841670245,8.84327499079518,1.2510759988799691,2.045869827270508,1,0,0,2
286,0.8097680110950023,8.740950026549399,1.085352007066831,1.8448829650878906,1,0,0,2
287,0.8130440255627036,8.796686015557498,1.0990169830620289,1.9435882568359375,1,0,0,2
288,0.8566769829485565,9.232633979991078,1.118605025112629,1.9435882568359375,2,0,0,2
289,0.8420190133620054,8.237303991336375,1.1594519892241806,1.9223690032958984,2,0,0,3
290,0.8434820047114044,8.245189004810527,1.6482500068377703,1.8889904022216797,2,0,0,2
291,0.8227119978982955,8.245780016295612,1.3677469978574663,1.8570423126220703,2,0,0,2
292,0.8204879995901138,9.279752994189039,1.1263799970038235,2.117633819580078,2,0,0,2
293,0.8140360005199909,8.025732007808983,1.174870994873345,1.9671916961669922,2,0,0,2
294,1.0707140027079731,8.644777990411967,1.1178129934705794,2.129077911376953,2,0,0,2
295,0.8259490132331848,8.008328994037583,1.3441920164041221,2.058267593383789,2,0,0,3
296,0.8071429911069572,9.293829993112013,1.1336529860273004,2.0608901977539062,2,0,0,2
297,1.07283701072447,8.407036017160863,1.117151987273246,2.0508766174316406,2,0,0,2
298,0.8272310078609735,8.767952007474378,1.1650919914245605,1.947164535522461,2,0,0,2
299,0.8334119920618832,8.738705975702032,1.1275110009592026,1.9216537475585938,2,0,0,2
300,0.922250997973606,9.026221989188343,1.370001002214849,1.9564628601074219,2,0,0,2
301,1.0112810123246163,8.694832999026403,1.0951099975500256,1.856088638305664,2,0,0,2
302,0.8331120188813657,8.639096980914474,1.1214199766982347,1.8804073333740234,2,0,0,2
303,0.8231730025727302,8.327475981786847,1.4630689984187484,1.749277114868164,2,0,0,2
304,1.0129040165338665,9.289342007832602,1.1459270026534796,3.5839080810546875,2,0,0,3
305,1.0796709975693375,8.2993519899901,1.260704011656344,3.751993179321289,2,0,0,3
306,0.7922340009827167,8.804701996268705,1.1259790044277906,3.6623477935791016,2,0,0,3
307,0.8528589969500899,8.398670994210988,1.2593519932124764,3.6139488220214844,2,0,0,3
308,0.8846499840728939,8.625882008345798,1.3855010038241744,3.5042762756347656,2,0,0,3
309,0.8271010010503232,8.323627000208944,1.2523089826572686,3.674745559692383,2,0,0,3
